tokens,IOB_tag
"['Most', 'software', 'component', ',', 'because', 'be', 'number']","[0, 0, 0, 0, 0, 0, 0]"
"['to', 'traction', 'prevent', 'use', 'the', 'RBC', '.']","[0, 2, 0, 0, 0, 1, 0]"
"['if', 'error']","[0, 0]"
"['each', 'voucher', 'should', 'have', 'the', 'follow', 'property', 'be', 'form', 'claim', 'with', ')', 'the', 'voucher', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0]"
"['in', 'addition', ',', 'maintenance', 'also', 'shall', 'pertain', 'to', 'shutdown', ',', 'open', 'not', 'restructure', '-', 'and', 'privilege', 'Maintenance', 'Mode', ':', 'this', 'mode', 'include', 'modification', 'and/or', 'addition', 'of', 'application', 'data', 'segment', ',', 'user', 'permission', ',', ',', ';', 'mount', 'online', 'manage', 'various', 'type', 'of', 'datum', ',', 'database', 'architecture', 'and', 'platform', 'that', 'include', 'hardware', 'and', 'software', 'at', 'the', 'support', 'and', 'shall', 'management', '/', 'off', '-', 'line', 'implementation', ',', 'modification', ',', 'upgrade', ',', 'or', 'other', 'related', 'action', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['in', 'addition', ',', 'the', 'system', 'must', 'control', 'support', '-', 'site', 'observe', 'mode', '.']","[0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0]"
"['ideally', ',', 'each', 'error', 'message', 'will', 'they', 'be', 'by', 'explanatory', 'text', 'and', 'an', 'indication', 'of', 'accompany', 'see', 'to', 'likely', 'must', 'be', 'meaningful', ',', 'so', 'that', 'they', 'can', 'be', 'appropriately', 'act', 'upon', 'by', 'the', 'user', 'who', 'be', 'the', 'the', 'table', ',', ',', 'user', 'identifier', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0]"
"['the', '.', 'database', 'in', 'detect', 'system', 'shall', 'detect', '.', 'Firestarter', 'call', 'firewall', 'source', 'open', 'by', 'protect', 'be', 'shall', 'system']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['(', '.', 'procurement', 'separate', 'for', 'option', 'the', 'allow', 'to', 'specify', ':', 'interface', 'Applications', 'EIRENE', '-', 'MT', '-', 'of', 'DM', '-', 'MT', 'may', 'interface', ')', '5', ';', ')', 'o', 'DM']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1]"
"['[', 'interface', 'at', 'the', 'through', '(', ')', 'to', 'instruct', 'the', 'should', 'radio', 'Cab', 'dial', 'the', ')', 'M', 'procedure']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0]"
"['(', ']', ']', '35', '[', 'Index', ',', '515', '.', 'driver', 'emission', 'M', 'Cab', 'the', 'from', 'emission', 'EMC', ')', 'i']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['the', '-', 'metric', '–', 'the', 'system', 'will', 'interface', 'with', 'the', 'thumb', 'purpose', '-', 'reader', 'for', 'verify', 'claim', 'form', 'use', 'by', 'the', 'client', '.', 'print', 'user', 'mark', '(', 'various', 'analytical', ',', 'medical', ',', 'financial', 'and', 'statistical', 'report', '.', 'provide']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1, 2, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"['the', '-', ':', '.', 'interface', 'in', '-', 'Plug', ':', 'SI-1.3']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'or', 'button', 'the', 'system', 'the', 'on', 'account', 'Person', 'Sales', 'the', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0]"
"['IEEE', 'std', '830', '-1984', '.']","[0, 0, 0, 0, 0]"
"['there', ')', 'be', 'to', 'be', 'software', 'below', 'the', 'IOC', 'level', ',', 'likely', 'SPS', '(', 'Standards', 'IOC', 'software', 'development', 'be', 'to', 'be', 'do', 'use', 'a', 'common', 'development', 'environment', ',', 'as', 'speciﬁed', 'in', 'the', 'Software', 'Programming', 'VxWorks', 'the', 'that', 'be', 'compatibility', 'with', 'the', 'goal', 'for', 'the', 'Gemini', 'Project', 'for', '.', 'the', 'same', 'time', ',', 'the', 'availability', 'of', 'cross']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
['getversion'],[0]
"['Zip', '.', 'valid', 'value', ',', 'and', 'add', 'to', 'submission', 'package', ';', 'include', 'amplify', 'info', 'associate', 'with', 'specific', 'tag(s', ')', '_', '_', '_', '_', 'information', 'resource', 'for', 'the', 'Registry']","[0, 0, 0, 3, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 1]"
"['tset', '-', 'td', 'ut', ':', 'be', 'for', 'cool', 'heating', 'individual', 'thermostat', 'that', 'shall', 'be', 'test', 'for', ':', '1', ')', 'the', 'thermostat', '’s', 'or', 'setting', 'satisfied', 'and', '2', ')', 'the', 'thermostat', '’s', 'temperature', 'indica', 'te', 'it', 'require', 'a', 'be', 'the', 'define', 'the', 'heating', 'and', 'cool', 'request', '.']","[0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 3, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0]"
"['security', 'and', 'Availability', 'requirement', 'that', 'span', 'PHIN', 'functional', 'area', 'should', 'and', 'be', ',', 'unauthorized', 'function', 'of', 'contact', 'exposure', 'tracing', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['each', '.', 'organism', 'set', 'other', ',', 'event', ',', 'conveyance', ',', 'object', ',', 'animal', ',', 'or', 'should', 'the', 'to', ',', 'spreadsheet', ',', 'message', ',', 'and', 'text', 'file', ',', 'among', 'other', 'Data', 'exchange', 'should', 'support', 'analysis', 'and', 'information', 'sharing', 'database', 'of', 'as', ',', 'treatment', ')', 'by', 'system', 'support', 'OM', '.']","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['(', '.', 'ETCS', '/', 'ERTMS', 'for', 'communication', 'provide', 'to', 'require', 'ETCS', 'communication', 'be', 'require', 'shall', ']', 'FFFIS', 'EURO', 'MORANE']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['price', ';', 'character', 'alphanumeric', 'generate', 'system']","[3, 0, 0, 0, 0, 0]"
"['the', 'Configuration', 'module', 'of', 'the', 'cctns', 'help', 'keep', 'the', 'application', 'configure', 'accord', 'to', 'the', 'execute']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'system', 'shall', 'user', 'the', 'in', 'column', 'shall', 'perform', 'a', 'search', 'on', 'the', '[', 'manually', 'system', ']', 'user', 'display', 'name', 'and', 'user', 'name', 'name', 'role', 'additional', 'add', 'xxx', 'tab', 'as', 'the', 'default', 'tab', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 3, 4, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1, 0]"
"['under', '.', 'basis', 'subsystem', 'a', 'on', 'invoke', 'be', 'can', 'that', 'mode', 'observe', 'the', 'of', 'case', 'performance', 'of', 'an', 'ongoing', 'level', 'observation', 'during', 'typically', ',', 'instrument', 'and', 'telescope', 'the', 'of', 'only', 'control', 'for', 'use', 'access', 'the', 'be']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['we', '.', 'diagram', 'the', 'of', 'description', 'the', 'with', 'along', 'Diagram', 'B', 'type', ':', 'in', 'as', 'out', 'lay', 'be', 'will', 'screen', 'main']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1]"
"['this', 'result', 'in', 'point', '-', 'to', '-', 'point', '.', 'connection', 'peer', 'system', 'or', 'direct', 'connection', 'bypass', 'the', 'hierarchy', 'between', 'reason', 'performance', ')', '/', 'OSI', 'model', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['there', '.', ')', 'low', ',', 'medium', ',', 'high', ',', 'e.g.', '(', 'priority', 'and', ',', 'case', 'other', 'to', 'a', 'datum', 'mean', 'update', 'epi', '(']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4, 4, 4, 0, 4, 0, 0, 4, 4]"
"['the', 'required', 'Index', 'link', 'emlpp', 'upon', 'it', 'wish', 'to', 'use', 'synchronise', 'bts', '.', 'the']","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 1, 0, 0]"
"['this', '.', 'functionality', 'and', ',', 'error', ',', 'should', 'completeness', 'program', 'observe', 'test', 'to', 'astronomer', 'the', 'enable', 'to', 'for', 'function', 'within', 'the', 'the', 'within', 'use', 'simulated', 'for', 'support', 'provide', 'must', 'software', 'control', 'all', ';', 'system', 'Gemini', 'the', 'of', 'environment', 'telescope', 'virtual', 'telescope', 'must', 'be', 'software', 'to', 'possible', 'be', 'must', 'it', 'time', 'observe', 'available', 'queue', 'the', 'use', 'the', 'maximize', 'to', ';', 'datum', 'calibration', 'and', 'of', 'all', 'of', 'the', 'observe', 'preprogrammed', 'of', 'form', 'the', 'in', 'be', 'would']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['this', 'module', 'be', 'execute', 'automatically', 'start', 'risk', ':', 'an', 'astronomical', 'database', 'must', 'be', 'protect', 'from', 'intrusion', ',', 'the', 'whether', 'purpose', 'be', 'to', 'access', 'private', 'datum', 'or', 'to', 'the', ',', 'particular']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0]"
"['mandatory', ':', ':', 'this', 'from', 'remove']","[0, 0, 0, 0, 0, 0]"
"['security', 'must', 'be', 'provide', 'in', 'order', 'to', 'software', 'both', 'accidental', 'mix', '-', 'up', 'of', 'command', 'from', 'different', 'prevent', 'the', 'of', 'phase', 'quickly', 'to', 'a', 'safe', 'state', 'upon', 'detection', 'of', 'danger', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['the', '.', 'so', 'do', 'to', 'permission']","[0, 0, 0, 0, 0, 0]"
"['Referral', '.', 'Status', ';', 'Code', 'Status', ';', 'Master', 'Status']","[3, 0, 3, 0, 4, 3, 0, 4, 4]"
"['the', 'correspond', 'frequency', 'value', ',', 'the', 'by', 'controller', 'quality', 'of', 'service', 'requirement', 'for', 'handover', 'execution', '(', 'eg', 'a', 'break', 'of', '10', 'would', 'clearly', 'a', 'be']","[0, 0, 3, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['during', 'transition', 'period', 'between', 'two', 'operational', 'state', 'the', ',', 'require', 'as', '.']","[0, 3, 4, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
"['the', 'follow', 'definition', 'shall', 'apply', 'for', 'the', 'ETCS', 'application', 'level', 'control', 'speed', 'system', 'fit', 'train', 'information', 'via', 'intermittent', 'transmission', 'medium', 'to', ',', 'balise', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 2, 3, 2, 0, 4, 4, 0, 1, 2, 2, 4, 0, 0, 0]"
"['in', 'up', 'to', 'two', 'more', 'monitoring', 'node', '(', 'one', 'local', 'and', 'one', 'remote', ')', 'without', 'appreciable', 'degradation', 'of', 'performance', '.', 'node', 'and', 'shutdown', 'of', 'number', 'of', 'instrument', ',', 'there', 'can', 'be', 'many', 'large', 'different', 'which', 'be', 'active', 'at', 'the', 'same', 'time', '.', 'station', 'the']","[0, 0, 0, 0, 0, 1, 2, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0]"
"['the', 'confirmation', 'require', 'the', 'train', 'to', 'able', 'Authority', 'that', 'have', 'during', 'the', 'procedure', '.']","[0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0]"
"['when', 'a', 'request', 'to', 'turn', 'on', 'a', 'heating', 'or', 'cool', 'unit', 'be', 'receive', 'of', ',', 'system', 'shall', 'determine', 'if', 'the', 'request', 'can', 'be', 'honor', '.']","[0, 0, 1, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 4, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['this', 'of', 'number', 'a', 'that', 'mean']","[0, 0, 0, 0, 0, 0]"
"['the', 'computer', 'hardware', 'use', 'for', 'development', 'must', 'conform', 'to', 'the', 'following', ':', 'workstation', 'must', 'match', ';', '.Workstations', 'be', 'expect', 'the', 'migration', 'of', 'development', 'system', 'to', 'advance', 'technology', ';', '.it', 'be', 'assume', 'that', 'workstation', 'support', 'Ethernet', 'ieee-802.3', 'and', 'fddi', 'allow', '-']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['(', 'M', ')', 'the', 'equipment', 'shall', 'be', 'able', 'to', 'cope', ',', 'm', '1800', 'and']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'user', 'make', 'font', 'and', 'font', 'menu', 'content', ';', 'layout', 'of', 'screen', ';', 'use', 'of', 'function', 'key', ';', 'on', '-', 'screen', 'colour', ',', 'interface', '-', 'of', 'system', 'ICT', 'accessibility', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', '.', 'system', 'Store', 'Web', 'this', 'the', 'implementation', 'and', 'design', 'overall', 'on', 'guidance', 'for', 'of', 'of', 'need', 'the', 'flush', 'to', 'intend', 'be', 'document']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'require', 'less', 'than', '20', 'sec', ',', 'and', 'can', 'must', 'only', 'assist', 'with', 'loss', '-', 'less', 'compression', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['[', 'euroradio', 'be', 'for', 'the', 'in', 'define', 'as', 'interface', 'an', ',', 'FFFIS', 'will', 'radio', 'cab', 'Unit', 'Interface', 'Train', 'the', 'via', 'connect', 'be', '(', 'may', 'borne', 'train', 'the', 'and', 'radio', 'Cab', 'the', 'recorder', 'call', 'TIU', 'or', 'some', ')', 'i']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0]"
"['for', 'e.g.', 'the', 'capture', 'of', 'voucher', 'number', ',', 'clinical', 'information', ',', 'diagnosis', 'detail', ',', 'see', ';', 'no', 'Voucher', '-', 'generate', 'number', 'as', 'Distribution', 'Invoice', 'no', '.']","[0, 0, 0, 0, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 0, 0, 4, 3, 0, 0, 0, 0, 3, 4, 4, 0]"
"['the', '.', 'modify', 'be', 'an', 'external', 'log', 'file', 'code', 'source', 'exist', 'adjust', 'to', 'require', 'be', '[', 'shall', 'Development']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"['A1', 'cookie', '.', 'Sales', 'to', 'page', 'home', 'account', 'the', 'display', 'Person', ';', 'A2', '.', 'information', 'login', 'incorrect', 'enter', 'Person']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 3, 0, 0, 2]"
"['system', '.', 'area', 'preparedness', 'other', 'PHIN', 'and', ')', 'EED', '(', 'detection', 'event', 'early', ',', 'surveillance', 'support', ',']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'approach', 'be', 'successfully', 'apply', 'private', 'in', 'and', 'service', 'on', 'the', 'quality', 'of', 'this', 'system', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['standard', 'time', 'and', 'date', 'exposure', ',', 'address', 'and', 'name', '’s', 'contact', ',', 'ID', 'Contact', ',', 'ID', 'Subject', ',', 'type', '’s', ',', 'epi', 'health', ',', '.', 'event', 'health', 'of', 'investigation', 'exposure', 'the', 'in', 'assist', 'to', 'collect', 'be', 'must', 'datum']","[3, 4, 4, 4, 3, 0, 3, 0, 3, 0, 1, 0, 4, 3, 0, 4, 3, 0, 3, 0, 0, 4, 3, 0, 0, 2, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 4]"
['the'],[0]
"['(', 'procedure', 'as', 'as', 'the', 'service', 'be', 'explicitly', 'reject', 'by', 'the', 'network', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['the', '.', '1', '-', '5']","[0, 0, 0, 0, 0]"
"['it', '.', 'video', 'of', 'genre', 'or', 'video', 'specific', 'a', 'locate', 'to', 'try', 'when', 'user', 'to', 'the', 'to', 'use', 'be', 'will', 'system']","[0, 0, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
"['Administrator', 'Weborder', 'with', 'browser', 'web', 'a', 'via', 'system', 'weborder', ';', 'the', 'to', 'able', 'be', 'must']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['(', 'i', ')', 'EIRENE', 'limit', 'railway', 'the', 'risk', 'party', 'a', 'be', 'engage', 'in', 'an', 'active', 'call', 'with', 'party', 'B.', 'However', 'call', 'waiting', 'do', 'and', 'call', 'incoming', 'the', 'notify', 'of', 'an', 'incoming', 'call', 'from', 'party', 'not', 'c', 'the', 'traffic', 'channel', 'be', 'not', 'available', 'for', 'whilst', 'for', 'operate', 'the', 'the', 'alert', 'duration', 'have', 'to', 'be', 'as', 'short', 'as', 'possible', 'in', 'order', 'to', 'minimize', 'the']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'precedence', 'for', 'may', 'be', 'repair', 'that', 'all', 'hazard', 'capable', 'of', 'cause', 'injury', 'and/or', 'severe', 'damage', 'to', 'equipment', 'shall', 'be', 'actively', 'interlock', '(', 'severe', 'damage', 'imply', 'conform', ';', 'to', 'requirement', 'safety', 'requirement', 'be', ':', 'eliminate', 'hazard', 'through', 'design', 'general', ',', 'material', 'selection', ';', 'isolate', 'hazardous', 'substance', 'from', 'people', 'include']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['peripheral', ';', 'workstation', 'be', 'to', 'with', 'have', 'least', '2', 'GB', 'of', 'disk', ';', 'DDS', 'DAT', 'at', 'experience', 'on', 'base', 'development', 'be', 'do', 'in', 'a', 'multi', '-', 'platform', 'environment', ',', 'enable', 'ﬁnal', 'selection', 'of', 'target', 'machine', 'to', 'be', 'make', 'cartridge', 'transport', 'be', 'be', ')', ';', 'a', 'cd', '-', 'rom', 'be', 'need', 'transport', 'for', 'os', 'and', 'software', 'upgrade', ';', 'any', 'compression', 'on', 'SUN', 'of', 'mean', 'preferred', 'available', 'for', 'data', 'acquisition', 'on', 'development', 'system', ',', 'backup', ',', 'and', 'possibly', 'for', 'software', 'transport', '(', 'internet', 'be', 'the', 'to', 'take', 'advantage', 'of', 'at', 'this', 'level', ',', 'it', 'be', 'appropriate', 'to', 'involve', 'provide', 'standard', 'sub', '-', 'network', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['regardless', 'restart', 'of', ',', 'in', 'this', 'document', 'be', ':', 'simplicity', ';', 'supportability', 'describe', ';', 'and', 'Availability', ';', 'Maintainability', ';', 'Human', 'Engineering', ';', 'reliability', 'attribute', 'speciﬁc']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 3, 0, 3, 0, 3, 4, 0, 3, 3, 0]"
"['the', 'mandatory', 'information', 'require', 'during', 'a', 'distribution', 'transaction', 'be', 'mention', 'below', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]"
"['the', 'service', '(', 'treatment', ')', 'will', 'happen', 'level', 'at', 'VSP', '(', 'Service', 'Provider', ')', 'clinic', 'or', 'hospital', ';', 'the', 'attend', 'doctor', 'will', 'the', '-', 'sub', 'the', 'the', 'easy', 'understanding', 'and', 'designing', 'of', 'the', 'system', ',', 'this', 'module', 'be', 'subdivide', 'into', 'follow', 'sub', '-', 'module', '.']","[0, 1, 0, 1, 0, 0, 0, 4, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 2, 2, 0]"
"['the', 'shunt', 'Entry', 'Data', 'Train', 'during', 'a', 'journey', 'or', 'a', 'train', 'running', 'number', 'shall', 'be', 'possible']","[0, 1, 2, 2, 1, 0, 0, 1, 0, 0, 3, 4, 4, 0, 0, 0]"
"['the', 'Monitor', 'Temperature', 'and', 'Initialize', 'System', 'function', 'help', 'the', 'determine', 'utilization', 'the', 'of', 'System', 'into', 'heating', '/', 'cool', 'unit', 'and', 'send', 'out', 'either', 'unit', 'unavailable', 'or', 'heating', '/', 'the', 'cool', 'need', '.']","[0, 1, 2, 2, 2, 2, 2, 0, 0, 0, 3, 0, 0, 1, 0, 1, 2, 2, 2, 0, 0, 0, 0, 3, 4, 0, 3, 4, 0, 4, 4, 0]"
"['(', 'i', 'support', 'subscription', 'store', 'function', '-', 'system', '(', 'bss', ')', 'of', 'base', 'station', 'controller', '(', 'bsc', ')', 'control', 'base', 'transceiver', 'sub', 'station', 'base', ')', '1', '-', '3', '.']","[0, 0, 0, 3, 0, 0, 2, 2, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 1, 2, 2, 2, 1, 0, 0, 0, 0, 0]"
"['the', 'themas', 'system', 'be', 'divide', 'Reports', 'into', 'major', 'section', ':']","[0, 1, 2, 0, 0, 2, 0, 0, 0, 0]"
"['the', 'focus', 'that', 'unit', 'no', ',', 'several', 'assumption', 'have', 'be', 'make', 'about', 'the', 'thermostat', 'hardware', 'and', 'the', 'heating', 'system', '/', 'hardware', '.']","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 2, 2, 0]"
"['the', 'astronomical', 'community', 'have', 'make', 'considerable', 'investment', 'in', 'image', 'processing', 'software', ',', 'that', 'to', 'some', '8', 'well', 'deﬁne', 'in', 'the', 'requirement', 'for', 'those', 'subsystem', 'be', '.', 'be', 'largely', 'due', 'to', 'the', 'difﬁculty', 'of', 'apply']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['both', 'TBD', '.', 'catalog', '.star', 'datum', 'will', 'be', 'in', 'fits', 'format', '.']","[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
"['in', '.', 'warrant', 'or', 'feasible', 'either', 'be', 'environment', 'Gemini', 'the', 'into', 'integration', 'complete', 'that', 'unlikely', 'outside', 'of', 'operation', 'and', 'not', 'shall', 'it', ',', 'instrument', 'inactive', 'an', 'of', 'status', 'the', 'of']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0]"
"['all', '.', 'subsystem', 'any', 'of', 'control', 'be', 'system', 'Gemini', 'the', 'the', 'to']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
